image_path,pseudo_label,confidence
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_100.jpg,20,0.22402507066726685
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_101.jpg,7,0.20942634344100952
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_102.jpg,20,0.12302745133638382
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_103.jpg,20,0.13723623752593994
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_104.jpg,10,0.1132601648569107
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_105.jpg,20,0.17123903334140778
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_106.jpg,7,0.16961468756198883
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_107.jpg,10,0.14761193096637726
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_108.jpg,7,0.1278609186410904
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_109.jpg,8,0.14592716097831726
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_10.jpg,7,0.10891643911600113
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_110.jpg,7,0.17436331510543823
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_111.jpg,20,0.12520410120487213
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_112.jpg,20,0.14975139498710632
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_113.jpg,27,0.15030330419540405
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_114.jpg,7,0.11694388091564178
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_115.jpg,27,0.1359170824289322
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_116.jpg,27,0.11650994420051575
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_117.jpg,27,0.11079119890928268
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_118.jpg,6,0.13968296349048615
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_119.jpg,20,0.14329026639461517
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_11.jpg,10,0.07481539249420166
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_120.jpg,7,0.1466355174779892
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_121.jpg,20,0.15412361919879913
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_122.jpg,27,0.16423965990543365
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_123.jpg,20,0.15508095920085907
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_124.jpg,27,0.14500407874584198
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_125.jpg,20,0.1412641704082489
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_126.jpg,20,0.15238358080387115
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_127.jpg,5,0.08905719965696335
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_128.jpg,27,0.14384478330612183
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_129.jpg,20,0.2320633977651596
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_12.jpg,6,0.11883337795734406
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_130.jpg,27,0.19280876219272614
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_131.jpg,20,0.14701364934444427
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_132.jpg,20,0.3257700204849243
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_133.jpg,7,0.18203672766685486
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_134.jpg,27,0.20159071683883667
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_135.jpg,20,0.18234141170978546
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_136.jpg,7,0.17970241606235504
C:\Users\Kalle\Documents\Datasets\oxford-iiit-pet\images\Abyssinian_137.jpg,20,0.2095126062631607
